4-5	-0.233473	0.178604
5-6	0.297728	0.308429
0.3-0.5	0.0502683	0.0259439
0.5-1	0.0642858	0.0228837
1-1.5	0.140426	0.0415573
1.5-2	0.105302	0.0718533
2-2.5	0.0836819	0.117692
2.5-3	0.0424463	0.183935
3-4	-0.016583	0.225813
4-5	0.228597	0.440576
5-6	0.692627	0.761426
0.3-0.5		4.06202e+07
0.5-1		5.9834e+07
1-1.5		2.02786e+07
1.5-2		7.09009e+06
2-2.5		2.63051e+06
2.5-3		1.04595e+06
3-4		654771
4-5		160422
5-6		52217
V ref=0.0866489	V int=0.0866489
V ref err=0.000183795	V int err=0.000394981
0.3-0.5		2.72036e+07
0.5-1		3.97375e+07
1-1.5		1.339e+07
1.5-2		4.66107e+06
2-2.5		1.73042e+06
2.5-3		686582
3-4		433120
4-5		106150
5-6		34943
V ref=0.0856506	V int=0.0856506
V ref err=0.000231526	V int err=0.000520609
0.3-0.5		2.71344e+07
0.5-1		3.93948e+07
1-1.5		1.32044e+07
1.5-2		4.59326e+06
2-2.5		1.70468e+06
2.5-3		678363
3-4		427377
4-5		105700
5-6		34467
V ref=0.0850021	V int=0.0850021
V ref err=0.000238337	V int err=0.000556471
0.3-0.5		2.68927e+07
0.5-1		3.87695e+07
1-1.5		1.29295e+07
1.5-2		4.48465e+06
2-2.5		1.66095e+06
2.5-3		663067
3-4		421045
4-5		103941
5-6		34137
V ref=0.0836983	V int=0.0836983
V ref err=0.000254421	V int err=0.000622636
0.3-0.5		2.66264e+07
0.5-1		3.8115e+07
1-1.5		1.26421e+07
1.5-2		4.37169e+06
2-2.5		1.62263e+06
2.5-3		648105
3-4		412363
4-5		103053
5-6		34096
V ref=0.0831823	V int=0.0831823
V ref err=0.000257294	V int err=0.000656961
0.3-0.5		2.62853e+07
0.5-1		3.73514e+07
1-1.5		1.23145e+07
1.5-2		4.25365e+06
2-2.5		1.57443e+06
2.5-3		631881
3-4		402213
4-5		100544
5-6		33416
V ref=0.0811273	V int=0.0811273
V ref err=0.000292018	V int err=0.000793918
0.3-0.5		4.51514e+07
0.5-1		6.34326e+07
1-1.5		2.0747e+07
1.5-2		7.13554e+06
2-2.5		2.6471e+06
2.5-3		1.06425e+06
3-4		681585
4-5		172509
5-6		57321
V ref=0.078967	V int=0.078967
V ref err=0.000254271	V int err=0.000754902
0.3-0.5		4.38817e+07
0.5-1		6.07079e+07
1-1.5		1.96177e+07
1.5-2		6.71118e+06
2-2.5		2.49351e+06
2.5-3		1.00611e+06
3-4		651272
4-5		166533
5-6		54675
V ref=0.0761214	V int=0.0761214
V ref err=0.000328116	V int err=0.00110825
0.3-0.5		3.6452e+07
0.5-1		4.96176e+07
1-1.5		1.58342e+07
1.5-2		5.39488e+06
2-2.5		2.00679e+06
2.5-3		812157
3-4		529891
4-5		137014
5-6		45441
V ref=0.0732604	V int=0.0732604
V ref err=0.000501672	V int err=0.00195915
0.3-0.5		2.3682e+07
0.5-1		3.18056e+07
1-1.5		1.00338e+07
1.5-2		3.40144e+06
2-2.5		1.26946e+06
2.5-3		517851
3-4		338707
4-5		88066
5-6		29479
V ref=0.0690522	V int=0.0690522
V ref err=0.00118954	V int err=0.00546593
0.3-0.5		2.29898e+07
0.5-1		3.04695e+07
1-1.5		9.4996e+06
1.5-2		3.21642e+06
2-2.5		1.20101e+06
2.5-3		490608
3-4		323189
4-5		84331
5-6		28343
V ref=0.0683416	V int=0.0683416
V ref err=0.00175662	V int err=0.00902197
0.3-0.5		2.23145e+07
0.5-1		2.91146e+07
1-1.5		8.96133e+06
1.5-2		3.01774e+06
2-2.5		1.12777e+06
2.5-3		463025
3-4		305138
4-5		80094
5-6		26858
V ref=0.0700887	V int=0.0700887
V ref err=0.00239439	V int err=0.0135943
0.3-0.5		1.0873e+07
0.5-1		1.39754e+07
1-1.5		4.23764e+06
1.5-2		1.4175e+06
2-2.5		528348
2.5-3		216316
3-4		143522
4-5		37703
5-6		12623
V ref=0.0718052	V int=0.0718052
V ref err=0.00530981	V int err=0.0330912
