             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
            637006 productio bl_1e0f9 uscms442  R    5:00:59      1 vmp143
            637007 productio bl_16904 uscms442  R    5:00:59      1 vmp143
            637008 productio bl_f2802 uscms442  R    5:00:59      1 vmp143
            637009 productio bl_3c6e8 uscms442  R    5:00:59      1 vmp143
            637010 productio bl_fd57d uscms442  R    5:00:59      1 vmp144
            637011 productio bl_99dc8 uscms442  R    5:00:59      1 vmp144
            637012 productio bl_51ac4 uscms442  R    5:00:59      1 vmp144
            637014 productio bl_bdbe8 uscms442  R    5:00:59      1 vmp144
            637015 productio bl_514e2 uscms442  R    5:00:59      1 vmp145
            637016 productio bl_f3629 uscms442  R    5:00:59      1 vmp145
            637017 productio bl_9a31e uscms442  R    5:00:59      1 vmp145
            637018 productio bl_fe029 uscms442  R    5:00:59      1 vmp145
            637019 productio bl_b7a97 uscms442  R    5:00:59      1 vmp146
            637021 productio bl_d18fc uscms442  R    5:00:59      1 vmp146
            637022 productio bl_477ef uscms442  R    5:00:59      1 vmp146
            637054 productio bl_9a038 uscms442  R    5:00:59      1 vmp146
            637055 productio bl_ad37b uscms442  R    5:00:59      1 vmp147
            637056 productio bl_e8b03 uscms442  R    5:00:59      1 vmp147
            636916 productio bl_c0fdf uscms442  R    5:03:00      1 vmp208
            636917 productio bl_b15f4 uscms442  R    5:03:00      1 vmp209
            636918 productio bl_f9384 uscms442  R    5:03:00      1 vmp209
            636919 productio bl_0c9a2 uscms442  R    5:03:00      1 vmp209
            636920 productio bl_3e5a5 uscms442  R    5:03:00      1 vmp209
            636921 productio bl_c698b uscms442  R    5:03:00      1 vmp210
            636922 productio bl_3a508 uscms442  R    5:03:00      1 vmp210
            636924 productio bl_fb55a uscms442  R    5:03:00      1 vmp210
            636925 productio bl_6527b uscms442  R    5:03:00      1 vmp210
            636926 productio bl_d9942 uscms442  R    5:03:00      1 vmp211
            636927 productio bl_1722e uscms442  R    5:03:00      1 vmp211
            636928 productio bl_4d35d uscms442  R    5:03:00      1 vmp211
            636929 productio bl_b4f30 uscms442  R    5:03:00      1 vmp211
            636930 productio bl_0dbfc uscms442  R    5:03:00      1 vmp212
            636931 productio bl_322d9 uscms442  R    5:03:00      1 vmp212
            636932 productio bl_6b6da uscms442  R    5:03:00      1 vmp212
            636936 productio bl_c869e uscms442  R    5:03:00      1 vmp212
            636940 productio bl_49867 uscms442  R    5:03:00      1 vmp213
            636941 productio bl_5268c uscms442  R    5:03:00      1 vmp213
            636942 productio bl_bc9c8 uscms442  R    5:03:00      1 vmp213
            636943 productio bl_a65b3 uscms442  R    5:03:00      1 vmp213
            636944 productio bl_306f3 uscms442  R    5:03:00      1 vmp214
            636945 productio bl_ce1bf uscms442  R    5:03:00      1 vmp214
            636946 productio bl_7ea3a uscms442  R    5:03:00      1 vmp214
            636947 productio bl_cb741 uscms442  R    5:03:00      1 vmp214
            636948 productio bl_75780 uscms442  R    5:03:00      1 vmp215
            636949 productio bl_7f843 uscms442  R    5:03:00      1 vmp215
            636965 productio bl_f1adb uscms442  R    5:03:00      1 vmp215
            636966 productio bl_b289a uscms442  R    5:03:00      1 vmp215
            636967 productio bl_5f997 uscms442  R    5:03:00      1 vmp136
            636899 productio bl_b60bd uscms442  R    5:05:49      1 vmp602
            636900 productio bl_29374 uscms442  R    5:05:49      1 vmp205
            636901 productio bl_61d7c uscms442  R    5:05:49      1 vmp205
            636902 productio bl_f395a uscms442  R    5:05:49      1 vmp205
            636903 productio bl_5f330 uscms442  R    5:05:49      1 vmp206
            636904 productio bl_6204b uscms442  R    5:05:49      1 vmp206
            636905 productio bl_73d2b uscms442  R    5:05:49      1 vmp206
            636906 productio bl_6c435 uscms442  R    5:05:49      1 vmp206
            636907 productio bl_aa924 uscms442  R    5:05:49      1 vmp207
            636908 productio bl_6fa0e uscms442  R    5:05:49      1 vmp207
            636910 productio bl_4010a uscms442  R    5:05:49      1 vmp207
            636911 productio bl_25552 uscms442  R    5:05:49      1 vmp207
            636912 productio bl_875b8 uscms442  R    5:05:49      1 vmp208
            636913 productio bl_28cf0 uscms442  R    5:05:49      1 vmp208
            636914 productio bl_54ac6 uscms442  R    5:05:49      1 vmp208
            636895 productio bl_93fa5 uscms442  R    5:07:00      1 vmp204
            636896 productio bl_3f6ee uscms442  R    5:07:00      1 vmp204
            636897 productio bl_09d68 uscms442  R    5:07:00      1 vmp204
            636898 productio bl_b5512 uscms442  R    5:07:00      1 vmp205
            636881 productio bl_b112e uscms442  R    5:07:01      1 vmp606
            636882 productio bl_abdc3 uscms442  R    5:07:01      1 vmp1042
            636883 productio bl_94882 uscms442  R    5:07:01      1 vmp201
            636884 productio bl_1412b uscms442  R    5:07:01      1 vmp201
            636885 productio bl_25c7d uscms442  R    5:07:01      1 vmp201
            636886 productio bl_03279 uscms442  R    5:07:01      1 vmp202
            636887 productio bl_84601 uscms442  R    5:07:01      1 vmp202
            636889 productio bl_f4751 uscms442  R    5:07:01      1 vmp202
            636890 productio bl_584b9 uscms442  R    5:07:01      1 vmp203
            636891 productio bl_f9a30 uscms442  R    5:07:01      1 vmp203
            636892 productio bl_07fdb uscms442  R    5:07:01      1 vmp203
            636893 productio bl_b72c9 uscms442  R    5:07:01      1 vmp203
            636894 productio bl_413a1 uscms442  R    5:07:01      1 vmp204
            636844 productio bl_eed97 uscms442  R    5:09:01      1 vmp527
            636845 productio bl_953f0 uscms442  R    5:09:01      1 vmp1051
            636848 productio bl_1404d uscms442  R    5:09:01      1 vmp1053
            636849 productio bl_63040 uscms442  R    5:09:01      1 vmp1053
            636850 productio bl_0504c uscms442  R    5:09:01      1 vmp1053
            636851 productio bl_eb87e uscms442  R    5:09:01      1 vmp1053
            636852 productio bl_ed037 uscms442  R    5:09:01      1 vmp1054
            636853 productio bl_0c148 uscms442  R    5:09:01      1 vmp1054
            636854 productio bl_c33ce uscms442  R    5:09:01      1 vmp1054
            636855 productio bl_c8667 uscms442  R    5:09:01      1 vmp1054
            636856 productio bl_678ba uscms442  R    5:09:01      1 vmp1055
            636857 productio bl_a859d uscms442  R    5:09:01      1 vmp1055
            636858 productio bl_5c5bc uscms442  R    5:09:01      1 vmp1055
            636859 productio bl_7d4d4 uscms442  R    5:09:01      1 vmp1055
            636860 productio bl_41374 uscms442  R    5:09:01      1 vmp1056
            636861 productio bl_1d7dd uscms442  R    5:09:01      1 vmp1057
            636862 productio bl_dee54 uscms442  R    5:09:01      1 vmp1057
            636863 productio bl_49453 uscms442  R    5:09:01      1 vmp1057
            636864 productio bl_fd7f3 uscms442  R    5:09:01      1 vmp1058
            636865 productio bl_cebd3 uscms442  R    5:09:01      1 vmp1058
            636866 productio bl_19b8d uscms442  R    5:09:01      1 vmp1058
            636867 productio bl_c28a7 uscms442  R    5:09:01      1 vmp1058
            636868 productio bl_6c0af uscms442  R    5:09:01      1 vmp1059
            636869 productio bl_1ae88 uscms442  R    5:09:01      1 vmp1059
            636870 productio bl_8a71a uscms442  R    5:09:01      1 vmp1059
            636834 productio bl_ca3cb uscms442  R    5:09:49      1 vmp1050
            636835 productio bl_1adc0 uscms442  R    5:09:49      1 vmp1049
            636837 productio bl_5fcf4 uscms442  R    5:09:49      1 vmp1049
            636838 productio bl_1a50f uscms442  R    5:09:49      1 vmp1049
            636839 productio bl_6e1c8 uscms442  R    5:09:49      1 vmp1052
            636840 productio bl_ec5cd uscms442  R    5:09:49      1 vmp1052
            636841 productio bl_8395b uscms442  R    5:09:49      1 vmp1052
            636819 productio bl_d0ecf uscms442  R    5:11:01      1 vmp1045
            636829 productio bl_890da uscms442  R    5:11:01      1 vmp1050
            636830 productio bl_17cd4 uscms442  R    5:11:01      1 vmp1050
            636787 productio bl_37637 uscms442  R    5:11:02      1 vmp685
            636788 productio bl_19f67 uscms442  R    5:11:02      1 vmp647
            636789 productio bl_1a621 uscms442  R    5:11:02      1 vmp645
            636790 productio bl_e8b13 uscms442  R    5:11:02      1 vmp645
            636794 productio bl_adae2 uscms442  R    5:11:02      1 vmp645
            636795 productio bl_ff73b uscms442  R    5:11:02      1 vmp645
            636796 productio bl_b5351 uscms442  R    5:11:02      1 vmp604
            636797 productio bl_ef2e9 uscms442  R    5:11:02      1 vmp604
            636798 productio bl_0a2d8 uscms442  R    5:11:02      1 vmp605
            636799 productio bl_a57f5 uscms442  R    5:11:02      1 vmp605
            636800 productio bl_18dca uscms442  R    5:11:02      1 vmp605
            636801 productio bl_defa0 uscms442  R    5:11:02      1 vmp603
            636802 productio bl_55403 uscms442  R    5:11:02      1 vmp603
            636803 productio bl_4572d uscms442  R    5:11:02      1 vmp603
            636810 productio bl_f6a99 uscms442  R    5:11:02      1 vmp1041
            636811 productio bl_deaac uscms442  R    5:11:02      1 vmp1043
            636766 productio bl_49fa1 uscms442  R    5:13:49      1 vmp590
            636767 productio bl_84d6f uscms442  R    5:13:49      1 vmp608
            636768 productio bl_7bea3 uscms442  R    5:13:49      1 vmp618
            636769 productio bl_5debd uscms442  R    5:13:49      1 vmp622
            636770 productio bl_93a4a uscms442  R    5:13:49      1 vmp630
            636771 productio bl_b48d2 uscms442  R    5:13:49      1 vmp740
            636773 productio bl_a0bbf uscms442  R    5:13:49      1 vmp612
            636774 productio bl_8e441 uscms442  R    5:13:49      1 vmp612
            636776 productio bl_9b01d uscms442  R    5:13:49      1 vmp725
            636779 productio bl_45530 uscms442  R    5:13:49      1 vmp685
            636780 productio bl_adc27 uscms442  R    5:13:49      1 vmp685
            636782 productio bl_b1eb1 uscms442  R    5:13:49      1 vmp641
            636784 productio bl_1bf4b uscms442  R    5:13:49      1 vmp643
            636785 productio bl_0bff6 uscms442  R    5:13:49      1 vmp719
            636764 productio bl_0c806 uscms442  R    5:15:02      1 vmp590
            635624 productio step5_11    weiq1  R    5:50:49      1 vmp154
            635645 productio step5_13    weiq1  R    5:50:49      1 vmp139
            635660 productio step5_15    weiq1  R    5:50:49      1 vmp144
            635663 productio step5_15    weiq1  R    5:50:49      1 vmp145
            635666 productio step5_16    weiq1  R    5:50:49      1 vmp146
            635670 productio step5_16    weiq1  R    5:50:49      1 vmp101
            635687 productio step5_18    weiq1  R    5:50:49      1 vmp109
            635693 productio step5_18    weiq1  R    5:50:49      1 vmp112
            635702 productio step5_19    weiq1  R    5:50:49      1 vmp115
            635712 productio step5_20    weiq1  R    5:50:49      1 vmp117
            635718 productio step5_21    weiq1  R    5:50:49      1 vmp119
            635733 productio step5_22    weiq1  R    5:50:49      1 vmp124
            633714 productio bl_d478a uscms442  R    6:43:50      1 vmp513
            633694 productio bl_c0bb5 uscms442  R    6:52:50      1 vmp618
            633542 productio bl_3984b uscms442  R    8:34:50      1 vmp616
            628963 productio bl_dd434 uscms442  R   21:58:51      1 vmp1048
            628964 productio bl_2eccb uscms442  R   21:58:51      1 vmp1048
            628965 productio bl_b39cd uscms442  R   21:58:51      1 vmp1048
            628966 productio bl_245ac uscms442  R   21:58:51      1 vmp1048
            628967 productio bl_59306 uscms442  R   21:58:51      1 vmp1048
            628968 productio bl_ab0e4 uscms442  R   21:58:51      1 vmp1048
            628969 productio bl_77cb0 uscms442  R   21:58:51      1 vmp1048
            628927 productio bl_8402c uscms442  R   21:59:53      1 vmp718
            628928 productio bl_e7b5f uscms442  R   21:59:53      1 vmp718
            628929 productio bl_0e5c2 uscms442  R   21:59:53      1 vmp718
            628930 productio bl_65453 uscms442  R   21:59:53      1 vmp718
            628931 productio bl_f0bd2 uscms442  R   21:59:53      1 vmp718
            628916 productio bl_28341 uscms442  R   22:00:54      1 vmp515
            628917 productio bl_3c647 uscms442  R   22:00:54      1 vmp619
            628918 productio bl_6f965 uscms442  R   22:00:54      1 vmp130
            628843 productio bl_0738d uscms442  R   22:01:54      1 vmp626
            628844 productio bl_ad040 uscms442  R   22:01:54      1 vmp626
            628866 productio bl_088f8 uscms442  R   22:01:54      1 vmp646
            628873 productio bl_afa19 uscms442  R   22:01:54      1 vmp688
            628874 productio bl_97504 uscms442  R   22:01:54      1 vmp688
            628875 productio bl_714eb uscms442  R   22:01:54      1 vmp688
