             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
            634851 productio n_lj_1.8   combss  R    5:52:49      1 vmp577
            634859 productio n_lj_1.8   combss  R    5:52:49      1 vmp578
            634551 productio n_lj_1.6   combss  R    5:53:09      1 vmp624
            634552 productio n_lj_1.6   combss  R    5:53:09      1 vmp630
            634553 productio n_lj_1.6   combss  R    5:53:09      1 vmp685
            634558 productio n_lj_1.6   combss  R    5:53:09      1 vmp535
            634575 productio n_lj_1.6   combss  R    5:53:09      1 vmp721
            634580 productio n_lj_1.6   combss  R    5:53:09      1 vmp721
            634594 productio n_lj_1.6   combss  R    5:53:09      1 vmp723
            634595 productio n_lj_1.6   combss  R    5:53:09      1 vmp723
            634151 productio n_lj_1.5   combss  R    5:53:49      1 vmp624
            634153 productio n_lj_1.5   combss  R    5:53:49      1 vmp624
            634155 productio n_lj_1.5   combss  R    5:53:49      1 vmp624
            634156 productio n_lj_1.5   combss  R    5:53:49      1 vmp626
            634158 productio n_lj_1.5   combss  R    5:53:49      1 vmp628
            634163 productio n_lj_1.5   combss  R    5:53:49      1 vmp628
            634169 productio n_lj_1.5   combss  R    5:53:49      1 vmp632
            634170 productio n_lj_1.5   combss  R    5:53:49      1 vmp632
            634172 productio n_lj_1.5   combss  R    5:53:49      1 vmp634
            634174 productio n_lj_1.5   combss  R    5:53:49      1 vmp634
            634177 productio n_lj_1.5   combss  R    5:53:49      1 vmp634
            634178 productio n_lj_1.5   combss  R    5:53:49      1 vmp636
            634180 productio n_lj_1.5   combss  R    5:53:49      1 vmp636
            634181 productio n_lj_1.5   combss  R    5:53:49      1 vmp636
            634182 productio n_lj_1.5   combss  R    5:53:49      1 vmp636
            634188 productio n_lj_1.5   combss  R    5:53:49      1 vmp638
            634195 productio n_lj_1.5   combss  R    5:53:49      1 vmp640
            634199 productio n_lj_1.5   combss  R    5:53:49      1 vmp642
            634201 productio n_lj_1.5   combss  R    5:53:49      1 vmp642
            634202 productio n_lj_1.5   combss  R    5:53:49      1 vmp642
            634203 productio n_lj_1.5   combss  R    5:53:49      1 vmp642
            634204 productio n_lj_1.5   combss  R    5:53:49      1 vmp642
            634205 productio n_lj_1.5   combss  R    5:53:49      1 vmp644
            634206 productio n_lj_1.5   combss  R    5:53:49      1 vmp644
            634210 productio n_lj_1.5   combss  R    5:53:49      1 vmp644
            634227 productio n_lj_1.5   combss  R    5:53:49      1 vmp1080
            634232 productio n_lj_1.5   combss  R    5:53:49      1 vmp502
            634235 productio n_lj_1.5   combss  R    5:53:49      1 vmp503
            634238 productio n_lj_1.5   combss  R    5:53:49      1 vmp503
            634242 productio n_lj_1.5   combss  R    5:53:49      1 vmp505
            634246 productio n_lj_1.5   combss  R    5:53:49      1 vmp505
            634247 productio n_lj_1.5   combss  R    5:53:49      1 vmp506
            634262 productio n_lj_1.5   combss  R    5:53:49      1 vmp540
            634266 productio n_lj_1.5   combss  R    5:53:49      1 vmp541
            634275 productio n_lj_1.5   combss  R    5:53:49      1 vmp1001
            634283 productio n_lj_1.5   combss  R    5:53:49      1 vmp1002
            634292 productio n_lj_1.5   combss  R    5:53:49      1 vmp508
            634294 productio n_lj_1.5   combss  R    5:53:49      1 vmp508
            634297 productio n_lj_1.5   combss  R    5:53:49      1 vmp508
            634299 productio n_lj_1.5   combss  R    5:53:49      1 vmp508
            634301 productio n_lj_1.5   combss  R    5:53:49      1 vmp509
            634302 productio n_lj_1.5   combss  R    5:53:49      1 vmp509
            634304 productio n_lj_1.5   combss  R    5:53:49      1 vmp509
            634308 productio n_lj_1.5   combss  R    5:53:49      1 vmp510
            634315 productio n_lj_1.5   combss  R    5:53:49      1 vmp511
            634332 productio n_lj_1.5   combss  R    5:53:49      1 vmp1037
            634344 productio n_lj_1.5   combss  R    5:53:49      1 vmp1038
            634353 productio n_lj_1.5   combss  R    5:53:49      1 vmp1039
            634356 productio n_lj_1.5   combss  R    5:53:49      1 vmp686
            634362 productio n_lj_1.5   combss  R    5:53:49      1 vmp687
            634364 productio n_lj_1.5   combss  R    5:53:49      1 vmp687
            634367 productio n_lj_1.5   combss  R    5:53:49      1 vmp687
            634373 productio n_lj_1.5   combss  R    5:53:49      1 vmp689
            634378 productio n_lj_1.5   combss  R    5:53:49      1 vmp690
            634379 productio n_lj_1.5   combss  R    5:53:49      1 vmp690
            634392 productio n_lj_1.5   combss  R    5:53:49      1 vmp737
            634396 productio n_lj_1.5   combss  R    5:53:49      1 vmp738
            634405 productio n_lj_1.5   combss  R    5:53:49      1 vmp739
            634410 productio n_lj_1.5   combss  R    5:53:49      1 vmp739
            634420 productio n_lj_1.5   combss  R    5:53:49      1 vmp515
            634426 productio n_lj_1.5   combss  R    5:53:49      1 vmp516
            634448 productio n_lj_1.5   combss  R    5:53:49      1 vmp518
            634454 productio n_lj_1.5   combss  R    5:53:49      1 vmp519
            634455 productio n_lj_1.5   combss  R    5:53:49      1 vmp519
            634458 productio n_lj_1.5   combss  R    5:53:49      1 vmp520
            634475 productio n_lj_1.6   combss  R    5:53:49      1 vmp522
            634476 productio n_lj_1.6   combss  R    5:53:49      1 vmp522
            634499 productio n_lj_1.6   combss  R    5:53:49      1 vmp528
            634503 productio n_lj_1.6   combss  R    5:53:49      1 vmp528
            634504 productio n_lj_1.6   combss  R    5:53:49      1 vmp528
            634511 productio n_lj_1.6   combss  R    5:53:49      1 vmp529
            634518 productio n_lj_1.6   combss  R    5:53:49      1 vmp530
            634520 productio n_lj_1.6   combss  R    5:53:49      1 vmp530
            634522 productio n_lj_1.6   combss  R    5:53:49      1 vmp531
            634525 productio n_lj_1.6   combss  R    5:53:49      1 vmp531
            634526 productio n_lj_1.6   combss  R    5:53:49      1 vmp531
            634528 productio n_lj_1.6   combss  R    5:53:49      1 vmp531
            634529 productio n_lj_1.6   combss  R    5:53:49      1 vmp531
            634530 productio n_lj_1.6   combss  R    5:53:49      1 vmp532
            634536 productio n_lj_1.6   combss  R    5:53:49      1 vmp532
            634543 productio n_lj_1.6   combss  R    5:53:49      1 vmp534
            634547 productio n_lj_1.6   combss  R    5:53:49      1 vmp534
            634549 productio n_lj_1.6   combss  R    5:53:49      1 vmp535
            634550 productio n_lj_1.6   combss  R    5:53:49      1 vmp535
            634127 productio n_lj_1.5   combss  R    5:53:50      1 vmp608
            634128 productio n_lj_1.5   combss  R    5:53:50      1 vmp610
            634142 productio n_lj_1.5   combss  R    5:53:50      1 vmp614
            635492 productio n_lj_1.9   combss  R    5:50:49      1 vmp641
            635493 productio n_lj_1.9   combss  R    5:50:49      1 vmp641
            635271 productio n_lj_1.9   combss  R    5:50:50      1 vmp679
            635276 productio n_lj_1.9   combss  R    5:50:50      1 vmp680
            635279 productio n_lj_1.9   combss  R    5:50:50      1 vmp681
            635282 productio n_lj_1.9   combss  R    5:50:50      1 vmp682
            635286 productio n_lj_1.9   combss  R    5:50:50      1 vmp683
            635290 productio n_lj_1.9   combss  R    5:50:50      1 vmp1007
            635291 productio n_lj_1.9   combss  R    5:50:50      1 vmp1007
            635306 productio n_lj_1.9   combss  R    5:50:50      1 vmp1011
            635319 productio n_lj_1.9   combss  R    5:50:50      1 vmp1014
            635327 productio n_lj_1.9   combss  R    5:50:50      1 vmp1016
            635338 productio n_lj_1.9   combss  R    5:50:50      1 vmp1019
            635352 productio n_lj_1.9   combss  R    5:50:50      1 vmp1023
            635359 productio n_lj_1.9   combss  R    5:50:50      1 vmp1025
            635376 productio n_lj_1.9   combss  R    5:50:50      1 vmp1029
            635388 productio n_lj_1.9   combss  R    5:50:50      1 vmp1032
            635397 productio n_lj_1.9   combss  R    5:50:50      1 vmp1034
            635406 productio n_lj_1.9   combss  R    5:50:50      1 vmp609
            635408 productio n_lj_1.9   combss  R    5:50:50      1 vmp611
            635411 productio n_lj_1.9   combss  R    5:50:50      1 vmp611
            635417 productio n_lj_1.9   combss  R    5:50:50      1 vmp613
            635423 productio n_lj_1.9   combss  R    5:50:50      1 vmp615
            635436 productio n_lj_1.9   combss  R    5:50:50      1 vmp623
            635446 productio n_lj_1.9   combss  R    5:50:50      1 vmp627
            635448 productio n_lj_1.9   combss  R    5:50:50      1 vmp627
            635449 productio n_lj_1.9   combss  R    5:50:50      1 vmp627
            635454 productio n_lj_1.9   combss  R    5:50:50      1 vmp629
            635459 productio n_lj_1.9   combss  R    5:50:50      1 vmp631
            635464 productio n_lj_1.9   combss  R    5:50:50      1 vmp631
            635470 productio n_lj_1.9   combss  R    5:50:50      1 vmp633
            635473 productio n_lj_1.9   combss  R    5:50:50      1 vmp635
            635474 productio n_lj_1.9   combss  R    5:50:50      1 vmp635
            635475 productio n_lj_1.9   combss  R    5:50:50      1 vmp635
            635476 productio n_lj_1.9   combss  R    5:50:50      1 vmp635
            635477 productio n_lj_1.9   combss  R    5:50:50      1 vmp635
            635478 productio n_lj_1.9   combss  R    5:50:50      1 vmp635
            635479 productio n_lj_1.9   combss  R    5:50:50      1 vmp635
            635480 productio n_lj_1.9   combss  R    5:50:50      1 vmp635
            635212 productio n_lj_1.9   combss  R    5:51:08      1 vmp624
            635213 productio n_lj_1.9   combss  R    5:51:08      1 vmp636
            635216 productio n_lj_1.9   combss  R    5:51:08      1 vmp670
            635218 productio n_lj_1.9   combss  R    5:51:08      1 vmp670
            635221 productio n_lj_1.9   combss  R    5:51:08      1 vmp671
            635222 productio n_lj_1.9   combss  R    5:51:08      1 vmp671
            635224 productio n_lj_1.9   combss  R    5:51:08      1 vmp671
            635225 productio n_lj_1.9   combss  R    5:51:08      1 vmp671
            635226 productio n_lj_1.9   combss  R    5:51:08      1 vmp671
            635232 productio n_lj_1.9   combss  R    5:51:08      1 vmp672
            635236 productio n_lj_1.9   combss  R    5:51:08      1 vmp673
            635239 productio n_lj_1.9   combss  R    5:51:08      1 vmp673
            635243 productio n_lj_1.9   combss  R    5:51:08      1 vmp673
            635245 productio n_lj_1.9   combss  R    5:51:08      1 vmp674
            635246 productio n_lj_1.9   combss  R    5:51:08      1 vmp674
            635254 productio n_lj_1.9   combss  R    5:51:08      1 vmp675
            626904 productio     srun     xuy9  R 1-01:02:16      1 vmp381
            613799 productio  Job16.2 kragelje  R 2-04:55:30      1 vmp606
          583615_4 productio taxitag. molnarai  R 4-06:30:15      2 vmp[505-506]
          583615_5 productio taxitag. molnarai  R 4-06:30:15      1 vmp608
          583615_6 productio taxitag. molnarai  R 4-06:30:15      1 vmp618
          583615_7 productio taxitag. molnarai  R 4-06:30:15      1 vmp622
          583615_3 productio taxitag. molnarai  R 4-09:10:39      1 vmp524
            622956 productio bl_f61a8 uscms442  R 1-09:31:35      1 vmp732
            635954 productio step5_44    weiq1  R       0:36      1 vmp149
            635953 productio step5_44    weiq1  R       1:32      1 vmp128
            635952 productio step5_44    weiq1  R       2:37      1 vmp136
            635951 productio step5_44    weiq1  R       3:32      1 vmp108
            635950 productio step5_44    weiq1  R       4:37      1 vmp131
            635949 productio step5_44    weiq1  R       5:32      1 vmp127
            635947 productio step5_44    weiq1  R       6:38      1 vmp114
            635948 productio step5_44    weiq1  R       6:38      1 vmp105
            635946 productio step5_44    weiq1  R       7:32      1 vmp147
            635945 productio step5_43    weiq1  R       8:39      1 vmp120
            635943 productio step5_43    weiq1  R       9:32      1 vmp121
            635944 productio step5_43    weiq1  R       9:32      1 vmp132
            635942 productio step5_43    weiq1  R      10:31      1 vmp133
            635941 productio step5_43    weiq1  R      10:39      1 vmp120
            635940 productio step5_43    weiq1  R      11:32      1 vmp103
            635938 productio step5_43    weiq1  R      13:32      1 vmp103
            635939 productio step5_43    weiq1  R      13:32      1 vmp147
            635937 productio step5_43    weiq1  R      14:32      1 vmp147
            635935 productio step5_42    weiq1  R      14:40      1 vmp155
            635936 productio step5_43    weiq1  R      14:40      1 vmp146
            635934 productio step5_42    weiq1  R      16:41      1 vmp146
            635931 productio step5_42    weiq1  R      17:32      1 vmp114
            635932 productio step5_42    weiq1  R      17:32      1 vmp120
            635933 productio step5_42    weiq1  R      17:32      1 vmp128
            635927 productio step5_42    weiq1  R      18:41      1 vmp103
            635928 productio step5_42    weiq1  R      18:41      1 vmp110
            635929 productio step5_42    weiq1  R      18:41      1 vmp118
            635930 productio step5_42    weiq1  R      18:41      1 vmp154
            635923 productio step5_41    weiq1  R      19:32      1 vmp112
            635924 productio step5_41    weiq1  R      19:32      1 vmp118
            635925 productio step5_41    weiq1  R      19:32      1 vmp125
            635926 productio step5_42    weiq1  R      19:32      1 vmp149
            635921 productio step5_41    weiq1  R      20:31      1 vmp110
            635922 productio step5_41    weiq1  R      20:31      1 vmp132
            635915 productio step5_40    weiq1  R      20:42      1 vmp1052
            635916 productio step5_41    weiq1  R      20:42      1 vmp109
            635917 productio step5_41    weiq1  R      20:42      1 vmp125
            635918 productio step5_41    weiq1  R      20:42      1 vmp131
            635919 productio step5_41    weiq1  R      20:42      1 vmp151
            635920 productio step5_41    weiq1  R      20:42      1 vmp155
            635914 productio step5_40    weiq1  R      22:31      1 vmp125
            635911 productio step5_40    weiq1  R      22:43      1 vmp113
            635912 productio step5_40    weiq1  R      22:43      1 vmp118
            635913 productio step5_40    weiq1  R      22:43      1 vmp138
            635902 productio step5_39    weiq1  R      23:31      1 vmp107
            635903 productio step5_39    weiq1  R      23:31      1 vmp121
            635904 productio step5_39    weiq1  R      23:31      1 vmp124
            635905 productio step5_39    weiq1  R      23:31      1 vmp145
            635906 productio step5_40    weiq1  R      23:31      1 vmp145
            635907 productio step5_40    weiq1  R      23:31      1 vmp127
            635908 productio step5_40    weiq1  R      23:31      1 vmp128
            635909 productio step5_40    weiq1  R      23:31      1 vmp132
            635910 productio step5_40    weiq1  R      23:31      1 vmp133
            635897 productio step5_39    weiq1  R      24:43      1 vmp112
            635898 productio step5_39    weiq1  R      24:43      1 vmp131
            635899 productio step5_39    weiq1  R      24:43      1 vmp106
            635900 productio step5_39    weiq1  R      24:43      1 vmp107
            635901 productio step5_39    weiq1  R      24:43      1 vmp149
            635895 productio step5_38    weiq1  R      25:31      1 vmp105
            635896 productio step5_39    weiq1  R      25:31      1 vmp152
            635890 productio step5_38    weiq1  R      25:32      1 vmp101
            635891 productio step5_38    weiq1  R      25:32      1 vmp110
            635892 productio step5_38    weiq1  R      25:32      1 vmp117
            635893 productio step5_38    weiq1  R      25:32      1 vmp121
            635894 productio step5_38    weiq1  R      25:32      1 vmp123
            635889 productio step5_38    weiq1  R      26:32      1 vmp114
            635883 productio step5_37    weiq1  R      26:44      1 vmp108
            635884 productio step5_37    weiq1  R      26:44      1 vmp113
            635885 productio step5_37    weiq1  R      26:44      1 vmp122
            635886 productio step5_38    weiq1  R      26:44      1 vmp124
            635887 productio step5_38    weiq1  R      26:44      1 vmp127
            635888 productio step5_38    weiq1  R      26:44      1 vmp136
            635881 productio step5_37    weiq1  R      27:32      1 vmp108
            635882 productio step5_37    weiq1  R      27:32      1 vmp115
            635880 productio step5_37    weiq1  R      28:31      1 vmp105
            635877 productio step5_37    weiq1  R      28:45      1 vmp101
            635878 productio step5_37    weiq1  R      28:45      1 vmp117
            635879 productio step5_37    weiq1  R      28:45      1 vmp151
            635876 productio step5_37    weiq1  R      29:32      1 vmp122
            635875 productio step5_36    weiq1  R      30:32      1 vmp154
            635872 productio step5_36    weiq1  R      30:45      1 vmp119
            635873 productio step5_36    weiq1  R      30:45      1 vmp122
            635874 productio step5_36    weiq1  R      30:45      1 vmp152
            635869 productio step5_36    weiq1  R      31:31      1 vmp115
            635870 productio step5_36    weiq1  R      31:31      1 vmp155
            635871 productio step5_36    weiq1  R      31:31      1 vmp152
            635866 productio step5_36    weiq1  R      32:32      1 vmp116
            635867 productio step5_36    weiq1  R      32:32      1 vmp109
            635868 productio step5_36    weiq1  R      32:32      1 vmp113
            635863 productio step5_35    weiq1  R      32:46      1 vmp123
            635864 productio step5_35    weiq1  R      32:46      1 vmp126
            635865 productio step5_35    weiq1  R      32:46      1 vmp138
            635860 productio step5_35    weiq1  R      33:31      1 vmp107
            635861 productio step5_35    weiq1  R      33:31      1 vmp123
            635862 productio step5_35    weiq1  R      33:31      1 vmp133
            635858 productio step5_35    weiq1  R      34:32      1 vmp1048
            635859 productio step5_35    weiq1  R      34:32      1 vmp1050
            635855 productio step5_34    weiq1  R      35:32      1 vmp130
            635856 productio step5_35    weiq1  R      35:32      1 vmp156
            635857 productio step5_35    weiq1  R      35:32      1 vmp151
            635854 productio step5_34    weiq1  R      36:32      1 vmp1052
            635852 productio step5_34    weiq1  R      36:47      1 vmp737
            635853 productio step5_34    weiq1  R      36:47      1 vmp609
            635850 productio step5_34    weiq1  R      37:31      1 vmp621
            635851 productio step5_34    weiq1  R      37:31      1 vmp621
            635849 productio step5_34    weiq1  R      39:32      1 vmp645
            635847 productio step5_34    weiq1  R      43:32      1 vmp682
            635848 productio step5_34    weiq1  R      43:32      1 vmp645
            635844 productio step5_33    weiq1  R      46:49      1 vmp733
            635845 productio step5_33    weiq1  R      46:49      1 vmp1056
            635846 productio step5_34    weiq1  R      46:49      1 vmp1056
            635842 productio step5_33    weiq1  R    1:05:32      1 vmp1026
            635843 productio step5_33    weiq1  R    1:05:32      1 vmp683
            635841 productio step5_33    weiq1  R    1:07:31      1 vmp537
            635840 productio step5_33    weiq1  R    1:10:55      1 vmp1010
            635838 productio step5_33    weiq1  R    1:11:32      1 vmp676
            635839 productio step5_33    weiq1  R    1:11:32      1 vmp541
            626650 productio bl_3fd24 uscms442  R   22:05:55      1 vmp621
            626656 productio bl_e2b06 uscms442  R   22:05:55      1 vmp643
            626657 productio bl_7e51e uscms442  R   22:05:55      1 vmp643
            635837 productio step5_33    weiq1  R    1:14:31      1 vmp678
            635835 productio step5_32    weiq1  R    1:14:57      1 vmp681
            635836 productio step5_33    weiq1  R    1:14:57      1 vmp677
            635833 productio step5_32    weiq1  R    1:15:32      1 vmp586
            635834 productio step5_32    weiq1  R    1:15:32      1 vmp679
            635831 productio step5_32    weiq1  R    1:16:32      1 vmp680
            635832 productio step5_32    weiq1  R    1:16:32      1 vmp568
            635830 productio step5_32    weiq1  R    1:17:31      1 vmp721
            635829 productio step5_32    weiq1  R    1:18:31      1 vmp507
            635828 productio step5_32    weiq1  R    1:20:32      1 vmp1071
            635827 productio step5_32    weiq1  R    1:21:32      1 vmp1072
            635826 productio step5_32    weiq1  R    1:22:58      1 vmp738
            635824 productio step5_31    weiq1  R    1:22:59      1 vmp575
            635825 productio step5_31    weiq1  R    1:22:59      1 vmp739
            635821 productio step5_31    weiq1  R    1:23:32      1 vmp514
            635822 productio step5_31    weiq1  R    1:23:32      1 vmp567
            635823 productio step5_31    weiq1  R    1:23:32      1 vmp574
            635819 productio step5_31    weiq1  R    1:24:59      1 vmp686
            635820 productio step5_31    weiq1  R    1:24:59      1 vmp570
            635818 productio step5_31    weiq1  R    1:25:32      1 vmp522
            635814 productio step5_30    weiq1  R    1:26:33      1 vmp1063
            635815 productio step5_30    weiq1  R    1:26:33      1 vmp728
            635816 productio step5_31    weiq1  R    1:26:33      1 vmp659
            635817 productio step5_31    weiq1  R    1:26:33      1 vmp731
            635813 productio step5_30    weiq1  R    1:28:33      1 vmp561
            635812 productio step5_30    weiq1  R    1:31:00      1 vmp1039
            635810 productio step5_30    weiq1  R    1:32:32      1 vmp535
            635811 productio step5_30    weiq1  R    1:32:32      1 vmp726
            635809 productio step5_30    weiq1  R    1:33:32      1 vmp563
            635808 productio step5_30    weiq1  R    1:35:01      1 vmp727
            635807 productio step5_30    weiq1  R    1:35:32      1 vmp1065
            635805 productio step5_29    weiq1  R    1:36:32      1 vmp547
            635806 productio step5_30    weiq1  R    1:36:32      1 vmp652
            635804 productio step5_29    weiq1  R    1:37:02      1 vmp516
            635800 productio step5_29    weiq1  R    1:39:33      1 vmp1037
            635801 productio step5_29    weiq1  R    1:39:33      1 vmp1062
            635802 productio step5_29    weiq1  R    1:39:33      1 vmp1077
            635803 productio step5_29    weiq1  R    1:39:33      1 vmp1080
            635799 productio step5_29    weiq1  R    1:41:02      1 vmp572
            635793 productio step5_28    weiq1  R    1:41:33      1 vmp523
            635794 productio step5_28    weiq1  R    1:41:33      1 vmp554
            635795 productio step5_28    weiq1  R    1:41:33      1 vmp557
            635796 productio step5_29    weiq1  R    1:41:33      1 vmp562
            635797 productio step5_29    weiq1  R    1:41:33      1 vmp668
            635798 productio step5_29    weiq1  R    1:41:33      1 vmp672
            635792 productio step5_28    weiq1  R    1:43:03      1 vmp520
            635791 productio step5_28    weiq1  R    1:43:33      1 vmp518
            630896 productio bl_e5831 uscms442  R   15:42:25      1 vmp734
            635790 productio step5_28    weiq1  R    2:07:07      1 vmp519
            631720 productio bl_cc357 uscms442  R   12:19:52      1 vmp502
            635789 productio step5_28    weiq1  R    2:16:33      1 vmp589
            639839 productio pro1_210     xuq7  R       2:37      1 vmp671
            639836 productio pro1_207     xuq7  R       3:31      1 vmp636
            639837 productio pro1_208     xuq7  R       3:31      1 vmp644
            639838 productio pro1_209     xuq7  R       3:31      1 vmp661
            635788 productio step5_28    weiq1  R    2:25:10      1 vmp1076
            635787 productio step5_28    weiq1  R    2:25:34      1 vmp517
            635785 productio step5_27    weiq1  R    2:26:33      1 vmp569
            635786 productio step5_28    weiq1  R    2:26:33      1 vmp1051
            635783 productio step5_27    weiq1  R    2:27:10      1 vmp1042
            635784 productio step5_27    weiq1  R    2:27:10      1 vmp1049
            635782 productio step5_27    weiq1  R    2:27:33      1 vmp1054
            639835 productio pro1_206     xuq7  R       4:37      1 vmp555
            635780 productio step5_27    weiq1  R    2:29:11      1 vmp573
            635781 productio step5_27    weiq1  R    2:29:11      1 vmp724
            635779 productio step5_27    weiq1  R    2:30:33      1 vmp1074
            635778 productio step5_27    weiq1  R    2:31:11      1 vmp1055
            635774 productio step5_26    weiq1  R    2:31:34      1 vmp1053
            635775 productio step5_26    weiq1  R    2:31:34      1 vmp1058
            635776 productio step5_27    weiq1  R    2:31:34      1 vmp1041
            635777 productio step5_27    weiq1  R    2:31:34      1 vmp215
            635769 productio step5_26    weiq1  R    2:32:33      1 vmp1054
            635770 productio step5_26    weiq1  R    2:32:33      1 vmp1042
            635771 productio step5_26    weiq1  R    2:32:33      1 vmp1043
            635772 productio step5_26    weiq1  R    2:32:33      1 vmp1044
            635773 productio step5_26    weiq1  R    2:32:33      1 vmp211
            635766 productio step5_26    weiq1  R    2:33:12      1 vmp521
            635767 productio step5_26    weiq1  R    2:33:12      1 vmp1049
            635768 productio step5_26    weiq1  R    2:33:12      1 vmp211
            635757 productio step5_25    weiq1  R    2:33:34      1 vmp1053
            635758 productio step5_25    weiq1  R    2:33:34      1 vmp1055
            635759 productio step5_25    weiq1  R    2:33:34      1 vmp1045
            635760 productio step5_25    weiq1  R    2:33:34      1 vmp1045
            635761 productio step5_25    weiq1  R    2:33:34      1 vmp208
            635762 productio step5_25    weiq1  R    2:33:34      1 vmp215
            635763 productio step5_25    weiq1  R    2:33:34      1 vmp210
            635764 productio step5_25    weiq1  R    2:33:34      1 vmp210
            635765 productio step5_25    weiq1  R    2:33:34      1 vmp204
            639834 productio pro1_205     xuq7  R       9:31      1 vmp552
            635756 productio step5_25    weiq1  R    2:34:34      1 vmp201
            635754 productio step5_24    weiq1  R    2:35:12      1 vmp524
            635755 productio step5_24    weiq1  R    2:35:12      1 vmp1043
            635751 productio step5_24    weiq1  R    2:35:34      1 vmp1041
            635752 productio step5_24    weiq1  R    2:35:34      1 vmp208
            635753 productio step5_24    weiq1  R    2:35:34      1 vmp213
            635748 productio step5_24    weiq1  R    2:37:12      1 vmp576
            635749 productio step5_24    weiq1  R    2:37:12      1 vmp1044
            635750 productio step5_24    weiq1  R    2:37:12      1 vmp203
            635745 productio step5_23    weiq1  R    2:37:34      1 vmp202
            635746 productio step5_24    weiq1  R    2:37:34      1 vmp207
            635747 productio step5_24    weiq1  R    2:37:34      1 vmp213
            640502 productio     tree  kingsb1  R    1:53:32      1 vmp504
            635740 productio step5_23    weiq1  R    2:39:33      1 vmp206
            635741 productio step5_23    weiq1  R    2:39:33      1 vmp214
            635742 productio step5_23    weiq1  R    2:39:33      1 vmp214
            635743 productio step5_23    weiq1  R    2:39:33      1 vmp203
            635744 productio step5_23    weiq1  R    2:39:33      1 vmp202
            635739 productio step5_23    weiq1  R    2:40:33      1 vmp201
            635738 productio step5_23    weiq1  R    2:40:34      1 vmp204
            635737 productio step5_23    weiq1  R    2:43:14      1 vmp633
            629561 productio bl_03034 uscms442  R   18:41:04      1 vmp637
         636741_98 productio 2JAF_mul    lib14  R    3:04:33      1 vmp1007
         636741_99 productio 2JAF_mul    lib14  R    3:04:33      1 vmp1078
         636741_88 productio 2JAF_mul    lib14  R    3:07:19      1 vmp518
         636741_89 productio 2JAF_mul    lib14  R    3:07:19      1 vmp523
         636741_90 productio 2JAF_mul    lib14  R    3:07:19      1 vmp528
         636741_91 productio 2JAF_mul    lib14  R    3:07:19      1 vmp574
         636741_92 productio 2JAF_mul    lib14  R    3:07:19      1 vmp667
         636741_93 productio 2JAF_mul    lib14  R    3:07:19      1 vmp723
         636741_94 productio 2JAF_mul    lib14  R    3:07:19      1 vmp728
         636741_95 productio 2JAF_mul    lib14  R    3:07:19      1 vmp1076
         636741_96 productio 2JAF_mul    lib14  R    3:07:19      1 vmp1027
         636741_97 productio 2JAF_mul    lib14  R    3:07:19      1 vmp1027
         636741_83 productio 2JAF_mul    lib14  R    3:08:33      1 vmp683
         636741_84 productio 2JAF_mul    lib14  R    3:08:33      1 vmp1063
         636741_85 productio 2JAF_mul    lib14  R    3:08:33      1 vmp1069
         636741_86 productio 2JAF_mul    lib14  R    3:08:33      1 vmp1077
         636741_87 productio 2JAF_mul    lib14  R    3:08:33      1 vmp1123
            631126 productio   snp_XX    guom1  R   18:33:54      1 vmp231
         636741_74 productio 2JAF_mul    lib14  R    3:09:20      1 vmp520
         636741_75 productio 2JAF_mul    lib14  R    3:09:20      1 vmp522
         636741_76 productio 2JAF_mul    lib14  R    3:09:20      1 vmp544
         636741_77 productio 2JAF_mul    lib14  R    3:09:20      1 vmp558
         636741_78 productio 2JAF_mul    lib14  R    3:09:20      1 vmp568
         636741_79 productio 2JAF_mul    lib14  R    3:09:20      1 vmp586
         636741_80 productio 2JAF_mul    lib14  R    3:09:20      1 vmp610
         636741_81 productio 2JAF_mul    lib14  R    3:09:20      1 vmp620
         636741_82 productio 2JAF_mul    lib14  R    3:09:20      1 vmp1036
         636741_68 productio 2JAF_mul    lib14  R    3:11:21      1 vmp572
         636741_69 productio 2JAF_mul    lib14  R    3:11:21      1 vmp652
         636741_70 productio 2JAF_mul    lib14  R    3:11:21      1 vmp609
         636741_71 productio 2JAF_mul    lib14  R    3:11:21      1 vmp426
         636741_72 productio 2JAF_mul    lib14  R    3:11:21      1 vmp427
         636741_73 productio 2JAF_mul    lib14  R    3:11:21      1 vmp304
         636741_61 productio 2JAF_mul    lib14  R    3:13:21      1 vmp560
         636741_62 productio 2JAF_mul    lib14  R    3:13:21      1 vmp614
         636741_63 productio 2JAF_mul    lib14  R    3:13:21      1 vmp634
         636741_64 productio 2JAF_mul    lib14  R    3:13:21      1 vmp736
         636741_65 productio 2JAF_mul    lib14  R    3:13:21      1 vmp1061
         636741_66 productio 2JAF_mul    lib14  R    3:13:21      1 vmp1080
         636741_67 productio 2JAF_mul    lib14  R    3:13:21      1 vmp617
            619456 productio bl_1285c uscms442  R 1-21:31:26      1 vmp1018
            619457 productio bl_13851 uscms442  R 1-21:31:26      1 vmp1018
            619458 productio bl_8ebd0 uscms442  R 1-21:31:26      1 vmp1018
            619451 productio bl_11c9d uscms442  R 1-21:31:41      1 vmp1020
            619452 productio bl_98fa5 uscms442  R 1-21:31:41      1 vmp1020
